genres,tags,app_name,item_id,combinacion
"[Simulation, Strategy]","Strategy, Simulation, World War II, Turn-Based Strategy, Hex Grid, Wargame",Panzer Tactics HD,277630,"[Simulation, Strategy] Strategy, Simulation, World War II, Turn-Based Strategy, Hex Grid, Wargame Panzer Tactics HD"
"[Action, Adventure, RPG]","RPG, Cyberpunk, Action, Adventure, Classic, Horror, Sci-fi, FPS, ""1990s"", Singleplayer, First-Person, Retro, Shooter, Atmospheric, Cult Classic, Pixel Graphics, Metroidvania, Space, Great Soundtrack, Story Rich",System Shock: Enhanced Edition,410710,"[Action, Adventure, RPG] RPG, Cyberpunk, Action, Adventure, Classic, Horror, Sci-fi, FPS, ""1990s"", Singleplayer, First-Person, Retro, Shooter, Atmospheric, Cult Classic, Pixel Graphics, Metroidvania, Space, Great Soundtrack, Story Rich System Shock: Enhanced Edition"
"[Indie, RPG, Strategy]","RPG, Strategy, Indie, Party-Based RPG, Sandbox, Fantasy, Turn-Based",Fantasy Grounds - 3.5E/PFRPG Advanced Bestiary,342330,"[Indie, RPG, Strategy] RPG, Strategy, Indie, Party-Based RPG, Sandbox, Fantasy, Turn-Based Fantasy Grounds - 3.5E/PFRPG Advanced Bestiary"
"[Adventure, Indie, Simulation, Strategy, Early Access]","Early Access, Strategy, Adventure, Indie, Simulation, Sandbox, Crafting",Galactineers,424850,"[Adventure, Indie, Simulation, Strategy, Early Access] Early Access, Strategy, Adventure, Indie, Simulation, Sandbox, Crafting Galactineers"
"[Indie, Simulation, Strategy]","Simulation, Strategy, Indie, Fantasy, War, Medieval, Funny, Sandbox",Hyper Knights: Battles,747310,"[Indie, Simulation, Strategy] Simulation, Strategy, Indie, Fantasy, War, Medieval, Funny, Sandbox Hyper Knights: Battles"
[Strategy],Strategy,Talisman: The Horus Heresy - Isstvan Campaign,466970,[Strategy] Strategy Talisman: The Horus Heresy - Isstvan Campaign
[Action],Action,DmC Devil May Cry: Costume Pack,223790,[Action] Action DmC Devil May Cry: Costume Pack
[Indie],"Indie, Puzzle, Adventure, Action",Remaining in a dream,542430,"[Indie] Indie, Puzzle, Adventure, Action Remaining in a dream"
[Action],Action,Call of Duty®: Ghosts - Astronaut Special Character,295437,[Action] Action Call of Duty®: Ghosts - Astronaut Special Character
[Simulation],Simulation,Train Simulator: Corris Railway Route Add-On,376959,[Simulation] Simulation Train Simulator: Corris Railway Route Add-On
"[Casual, Strategy]","Casual, Strategy, Puzzle, Arcade",Worms Blast,70650,"[Casual, Strategy] Casual, Strategy, Puzzle, Arcade Worms Blast"
"[Early Access, Simulation, Indie, Casual, VR]","Early Access, Simulation, Indie, Casual, VR",VR Coaster Extreme,616660,"[Early Access, Simulation, Indie, Casual, VR] Early Access, Simulation, Indie, Casual, VR VR Coaster Extreme"
[Simulation],"Simulation, Trains, Open World, Sandbox, Physics, Atmospheric, Realistic, Family Friendly, TrackIR",Train Simulator: BR Class 14 Loco Add-On,222630,"[Simulation] Simulation, Trains, Open World, Sandbox, Physics, Atmospheric, Realistic, Family Friendly, TrackIR Train Simulator: BR Class 14 Loco Add-On"
"[Action, Indie, Massively Multiplayer]","Massively Multiplayer, Indie, Action, Survival, Sci-fi",Pantropy,677180,"[Action, Indie, Massively Multiplayer] Massively Multiplayer, Indie, Action, Survival, Sci-fi Pantropy"
"[Action, Adventure, Indie, Simulation, Early Access]","Early Access, Action, Indie, Adventure, Simulation",AEGYPTUS,675130,"[Action, Adventure, Indie, Simulation, Early Access] Early Access, Action, Indie, Adventure, Simulation AEGYPTUS"
"[Casual, Simulation]","Simulation, Casual",Construction Simulator 2015: Liebherr LB 28,359781,"[Casual, Simulation] Simulation, Casual Construction Simulator 2015: Liebherr LB 28"
"[Indie, RPG, Early Access]","Early Access, Indie, RPG, Zombies, Funny, Story Rich",Zombie Office Politics,412860,"[Indie, RPG, Early Access] Early Access, Indie, RPG, Zombies, Funny, Story Rich Zombie Office Politics"
[Casual],Casual,Crypt Cards - Original Soundtrack,555250,[Casual] Casual Crypt Cards - Original Soundtrack
[Movie],Movie,Jim Norton: Please Be Offended,580470,[Movie] Movie Jim Norton: Please Be Offended
"[Action, Adventure, Indie, RPG, Early Access]","Early Access, Indie, Adventure, RPG, Action",Bit Odyssey,328740,"[Action, Adventure, Indie, RPG, Early Access] Early Access, Indie, Adventure, RPG, Action Bit Odyssey"
"[Action, Indie]","Action, Indie, 4 Player Local, Pixel Graphics, Local Multiplayer, Multiplayer, 2D, Fast-Paced, Cute, Funny, Memes",Battlesloths 2025: The Great Pizza Wars,459350,"[Action, Indie] Action, Indie, 4 Player Local, Pixel Graphics, Local Multiplayer, Multiplayer, 2D, Fast-Paced, Cute, Funny, Memes Battlesloths 2025: The Great Pizza Wars"
[Adventure],"Adventure, Point & Click, Classic, Retro, Funny, Family Friendly, Comedy",Spud!,353790,"[Adventure] Adventure, Point & Click, Classic, Retro, Funny, Family Friendly, Comedy Spud!"
"[Action, Racing]","Racing, Action",Sleeping Dogs - Street Racer Pack,215247,"[Action, Racing] Racing, Action Sleeping Dogs - Street Racer Pack"
"[Casual, Indie]","Indie, Casual",Run Run And Die,397670,"[Casual, Indie] Indie, Casual Run Run And Die"
[Action],Action,LEGO® Marvel Super Heroes 2 - Out of Time Character Pack,720710,[Action] Action LEGO® Marvel Super Heroes 2 - Out of Time Character Pack
[Indie],Indie,2-in-1 Fluid Intelligence,757950,[Indie] Indie 2-in-1 Fluid Intelligence
"[Action, Adventure, Free to Play, Indie, RPG]","Free to Play, Action, RPG, Indie, Adventure",Dragons and Titans - Titan Pass,284500,"[Action, Adventure, Free to Play, Indie, RPG] Free to Play, Action, RPG, Indie, Adventure Dragons and Titans - Titan Pass"
"[Indie, Simulation, Strategy]","City Builder, Space, Base Building, Strategy, Survival, Simulation, Sci-fi, Singleplayer, Resource Management, Management, Building, Indie, Sandbox, Open World, Space Sim, RTS, Atmospheric, Adventure, Crafting, Multiplayer",Planetbase,403190,"[Indie, Simulation, Strategy] City Builder, Space, Base Building, Strategy, Survival, Simulation, Sci-fi, Singleplayer, Resource Management, Management, Building, Indie, Sandbox, Open World, Space Sim, RTS, Atmospheric, Adventure, Crafting, Multiplayer Planetbase"
"[Action, Casual, Indie]","Indie, Action, Casual",Sumo Revise,379290,"[Action, Casual, Indie] Indie, Action, Casual Sumo Revise"
[Strategy],Strategy,Civil War: 1864,699860,[Strategy] Strategy Civil War: 1864
"[Action, Adventure, RPG]","Action, Adventure, RPG",Bombshell Digital Artbook and World Map,437580,"[Action, Adventure, RPG] Action, Adventure, RPG Bombshell Digital Artbook and World Map"
"[Adventure, Casual, Indie, Simulation]","Adventure, Indie, Casual, Walking Simulator, Simulation, First-Person, Exploration, Atmospheric, Female Protagonist, Story Rich, Narration, Mystery, Singleplayer, Great Soundtrack, Horror, Relaxing",Drizzlepath: Glass,581370,"[Adventure, Casual, Indie, Simulation] Adventure, Indie, Casual, Walking Simulator, Simulation, First-Person, Exploration, Atmospheric, Female Protagonist, Story Rich, Narration, Mystery, Singleplayer, Great Soundtrack, Horror, Relaxing Drizzlepath: Glass"
"[Action, Casual, Indie, Strategy]","Strategy, Action, Indie, Casual",Trenches of War,641860,"[Action, Casual, Indie, Strategy] Strategy, Action, Indie, Casual Trenches of War"
"[Early Access, Free to Play, Casual, Indie, VR]","Early Access, Free to Play, Casual, Indie, VR",The Uncertain: VR Experience,602140,"[Early Access, Free to Play, Casual, Indie, VR] Early Access, Free to Play, Casual, Indie, VR The Uncertain: VR Experience"
[Indie],"Indie, Female Protagonist, Puzzle, First-Person",TesserAct,304810,"[Indie] Indie, Female Protagonist, Puzzle, First-Person TesserAct"
"[Early Access, Design & Illustration]","Early Access, Design & Illustration",Room Designer VR,601620,"[Early Access, Design & Illustration] Early Access, Design & Illustration Room Designer VR"
"[RPG, Simulation, Strategy]","Strategy, Simulation, RPG",Dungeons 2 - A Clash of Pumpkins,408600,"[RPG, Simulation, Strategy] Strategy, Simulation, RPG Dungeons 2 - A Clash of Pumpkins"
"[Indie, RPG, Strategy]","Strategy, Indie, RPG, Software, Sandbox, Fantasy, Utilities",Fantasy Grounds - 5E: Tome of Beasts,513010,"[Indie, RPG, Strategy] Strategy, Indie, RPG, Software, Sandbox, Fantasy, Utilities Fantasy Grounds - 5E: Tome of Beasts"
[Sports],Sports,RUGBY 18,627450,[Sports] Sports RUGBY 18
,,Daylight's End VR Edition - Chapter 10,519219,  Daylight's End VR Edition - Chapter 10
"[Casual, Free to Play, Massively Multiplayer, Strategy]","Strategy, Free to Play, Massively Multiplayer, Casual",Halloween Content Pack,546860,"[Casual, Free to Play, Massively Multiplayer, Strategy] Strategy, Free to Play, Massively Multiplayer, Casual Halloween Content Pack"
"[Adventure, Indie, RPG]","Adventure, Indie, RPG, RPGMaker",The Land of Dasthir,545700,"[Adventure, Indie, RPG] Adventure, Indie, RPG, RPGMaker The Land of Dasthir"
"[Free to Play, Massively Multiplayer, RPG]","RPG, Massively Multiplayer, Free to Play",Tree of Savior - Reset Pack for SA Servers,682410,"[Free to Play, Massively Multiplayer, RPG] RPG, Massively Multiplayer, Free to Play Tree of Savior - Reset Pack for SA Servers"
"[Adventure, Casual]","Casual, Adventure, Family Friendly, Point & Click",Putt-Putt® and Pep's Balloon-o-Rama,284000,"[Adventure, Casual] Casual, Adventure, Family Friendly, Point & Click Putt-Putt® and Pep's Balloon-o-Rama"
[Strategy],"Strategy, RTS, Sci-fi, Singleplayer",Earth 2140,253860,"[Strategy] Strategy, RTS, Sci-fi, Singleplayer Earth 2140"
"[Action, Indie, Strategy, Early Access]","Early Access, Survival, Strategy, Action, Indie, Atmospheric, Sci-fi, Difficult, Post-apocalyptic",The Fifth Expedition,453030,"[Action, Indie, Strategy, Early Access] Early Access, Survival, Strategy, Action, Indie, Atmospheric, Sci-fi, Difficult, Post-apocalyptic The Fifth Expedition"
"[Adventure, Free to Play, Strategy]","Strategy, Adventure, Free to Play",Chronicle: RuneScape Legends - Epic Pack,508771,"[Adventure, Free to Play, Strategy] Strategy, Adventure, Free to Play Chronicle: RuneScape Legends - Epic Pack"
"[Action, Adventure]","Action, Adventure",Z.I.O.N. - Soundtracks,487610,"[Action, Adventure] Action, Adventure Z.I.O.N. - Soundtracks"
"[Action, Adventure, RPG]","Action, Adventure, RPG",Mytheon - Egypt Pack,429810,"[Action, Adventure, RPG] Action, Adventure, RPG Mytheon - Egypt Pack"
"[Action, Indie, RPG, Simulation, Early Access]","Early Access, Dragons, RPG, Action, Simulation, Open World, Indie, Fantasy, Multiplayer, Adventure, Sandbox, Singleplayer",Dragon: The Game,305960,"[Action, Indie, RPG, Simulation, Early Access] Early Access, Dragons, RPG, Action, Simulation, Open World, Indie, Fantasy, Multiplayer, Adventure, Sandbox, Singleplayer Dragon: The Game"
[Simulation],Simulation,TS Marketplace: SECR 60FT Birdcage BR Crimson Add-on,623263,[Simulation] Simulation TS Marketplace: SECR 60FT Birdcage BR Crimson Add-on
[Action],"Dark Fantasy, Great Soundtrack, Action, Atmospheric, Difficult, RPG, Co-op, Action RPG, Story Rich, Lore-Rich, Exploration, PvP, Multiplayer, Singleplayer, Open World, Third Person, Adventure, Dark, Fantasy, Character Customization",DARK SOULS™ III - The Ringed City™,506971,"[Action] Dark Fantasy, Great Soundtrack, Action, Atmospheric, Difficult, RPG, Co-op, Action RPG, Story Rich, Lore-Rich, Exploration, PvP, Multiplayer, Singleplayer, Open World, Third Person, Adventure, Dark, Fantasy, Character Customization DARK SOULS™ III - The Ringed City™"
"[Animation &amp; Modeling, Education, Utilities, Web Publishing]","Utilities, Animation & Modeling, Education, Web Publishing, Game Development",Clickteam Fusion 2.5 Developer Upgrade,267810,"[Animation &amp; Modeling, Education, Utilities, Web Publishing] Utilities, Animation & Modeling, Education, Web Publishing, Game Development Clickteam Fusion 2.5 Developer Upgrade"
"[Simulation, Strategy]","Simulation, Strategy, Medieval, RPG, Trading, Singleplayer, Economy, Sandbox, Management",The Guild II,39650,"[Simulation, Strategy] Simulation, Strategy, Medieval, RPG, Trading, Singleplayer, Economy, Sandbox, Management The Guild II"
"[Sports, VR]","Sports, VR",JUST BAT (VR CRICKET),525950,"[Sports, VR] Sports, VR JUST BAT (VR CRICKET)"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Jim Croce - “Time in a Bottle”,637691,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Jim Croce - “Time in a Bottle”"
[Indie],"Indie, Soundtrack",Sanctum: Official Soundtrack,91604,"[Indie] Indie, Soundtrack Sanctum: Official Soundtrack"
"[Action, Adventure, Casual, Indie]","Casual, Indie, Adventure, Action",Achievement Hunter: Foxy,710330,"[Action, Adventure, Casual, Indie] Casual, Indie, Adventure, Action Achievement Hunter: Foxy"
"[Action, Free to Play, Massively Multiplayer, RPG, Early Access]","Early Access, Anime, Action, Massively Multiplayer, RPG, Hack and Slash, Free to Play, ""Beat em up"", Side Scroller",Closers,215830,"[Action, Free to Play, Massively Multiplayer, RPG, Early Access] Early Access, Anime, Action, Massively Multiplayer, RPG, Hack and Slash, Free to Play, ""Beat em up"", Side Scroller Closers"
"[Action, Adventure, Indie]","Action, Adventure, Indie",Massive: Original Soundtrack,568590,"[Action, Adventure, Indie] Action, Adventure, Indie Massive: Original Soundtrack"
,,The Last Sunshine,390960,  The Last Sunshine
[RPG],"RPG, Indie, Story Rich, Steampunk, Post-apocalyptic, Alternate History, Adventure, Strategy",EMPYRE: Lords of the Sea Gates,696810,"[RPG] RPG, Indie, Story Rich, Steampunk, Post-apocalyptic, Alternate History, Adventure, Strategy EMPYRE: Lords of the Sea Gates"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Deftones - “Digital Bath”,294955,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Deftones - “Digital Bath”"
"[Adventure, VR]","Adventure, VR",El Ministerio del Tiempo VR: Salva el tiempo,716900,"[Adventure, VR] Adventure, VR El Ministerio del Tiempo VR: Salva el tiempo"
"[Action, Indie]","Action, Indie",Brigador Deluxe DLC Upgrade,468280,"[Action, Indie] Action, Indie Brigador Deluxe DLC Upgrade"
"[Adventure, Casual, Indie, Simulation]","Adventure, Indie, Casual, Simulation, Platformer, Magic",Forest Guardian,699550,"[Adventure, Casual, Indie, Simulation] Adventure, Indie, Casual, Simulation, Platformer, Magic Forest Guardian"
"[Casual, Free to Play, Indie, Racing]","Free to Play, Racing, Indie, Casual, Multiplayer",Skyreach,461970,"[Casual, Free to Play, Indie, Racing] Free to Play, Racing, Indie, Casual, Multiplayer Skyreach"
"[Indie, Simulation]","Indie, Simulation",Saurian OST Vol. I,723530,"[Indie, Simulation] Indie, Simulation Saurian OST Vol. I"
"[Casual, Indie]","Casual, Indie, Puzzle, 2D, Singleplayer, Colorful, Atmospheric, Fast-Paced, Abstract, Difficult",aMAZE Dark Times,692200,"[Casual, Indie] Casual, Indie, Puzzle, 2D, Singleplayer, Colorful, Atmospheric, Fast-Paced, Abstract, Difficult aMAZE Dark Times"
"[Adventure, Indie]","Adventure, Indie",ADventure Lib Original Soundtrack,390120,"[Adventure, Indie] Adventure, Indie ADventure Lib Original Soundtrack"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie, Local Co-Op, CRPG, Dark Fantasy, 4 Player Local, Isometric, Female Protagonist, Local Multiplayer, Magic, Class-Based, Atmospheric, Loot, Episodic, Turn-Based Combat, Zombies, Party-Based RPG, Turn-Based Tactics",Eon Altar: Episode 3 - The Watcher in the Dark,549750,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie, Local Co-Op, CRPG, Dark Fantasy, 4 Player Local, Isometric, Female Protagonist, Local Multiplayer, Magic, Class-Based, Atmospheric, Loot, Episodic, Turn-Based Combat, Zombies, Party-Based RPG, Turn-Based Tactics Eon Altar: Episode 3 - The Watcher in the Dark"
[Indie],"Indie, Action, Twin Stick Shooter, Female Protagonist, Adventure, Rogue-lite",Blamdown: Udder Fury,460560,"[Indie] Indie, Action, Twin Stick Shooter, Female Protagonist, Adventure, Rogue-lite Blamdown: Udder Fury"
[Simulation],Simulation,Train Simulator: Southern Class 455/8 EMU Add-On,325963,[Simulation] Simulation Train Simulator: Southern Class 455/8 EMU Add-On
"[Casual, Free to Play, Indie, Simulation, Sports, Strategy]","Indie, Casual, Simulation, Sports, Strategy, Free to Play",Pixel Puzzles Ultimate - Puzzle Pack: Da Vinci,509520,"[Casual, Free to Play, Indie, Simulation, Sports, Strategy] Indie, Casual, Simulation, Sports, Strategy, Free to Play Pixel Puzzles Ultimate - Puzzle Pack: Da Vinci"
[Action],Action,Mushihimesama Special Arrange Album,442100,[Action] Action Mushihimesama Special Arrange Album
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 Edition – Remastered – Green Day - “Bang Bang”,509687,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 Edition – Remastered – Green Day - “Bang Bang”"
[Casual],"Casual, Agriculture",Farm Frenzy 3: American Pie,38160,"[Casual] Casual, Agriculture Farm Frenzy 3: American Pie"
[Adventure],Adventure,Broken Sword 2: Soundtrack,565770,[Adventure] Adventure Broken Sword 2: Soundtrack
"[Adventure, Casual, Indie, RPG, Strategy]","Indie, Casual, Strategy, Adventure, RPG, RPGMaker",Threads of Destiny,424870,"[Adventure, Casual, Indie, RPG, Strategy] Indie, Casual, Strategy, Adventure, RPG, RPGMaker Threads of Destiny"
"[Action, Indie, Simulation]","Action, Simulation, Flight, Indie, Arcade, Multiplayer, Singleplayer",Vector Thrust,242130,"[Action, Indie, Simulation] Action, Simulation, Flight, Indie, Arcade, Multiplayer, Singleplayer Vector Thrust"
"[Adventure, Indie, RPG]","Indie, Adventure, RPG, Choices Matter, Choose Your Own Adventure, Text-Based",Heart of the House,742150,"[Adventure, Indie, RPG] Indie, Adventure, RPG, Choices Matter, Choose Your Own Adventure, Text-Based Heart of the House"
"[Action, Racing, Simulation]","Simulation, Racing, Action",Trucker,451660,"[Action, Racing, Simulation] Simulation, Racing, Action Trucker"
"[Simulation, Strategy]","Strategy, 4X, Space, Simulation, Sci-fi, Grand Strategy, Singleplayer, Real-Time, RTS, Moddable, Real-Time with Pause, 2D, Sandbox, Indie, Adventure, Replay Value, Turn-Based",Distant Worlds: Universe,261470,"[Simulation, Strategy] Strategy, 4X, Space, Simulation, Sci-fi, Grand Strategy, Singleplayer, Real-Time, RTS, Moddable, Real-Time with Pause, 2D, Sandbox, Indie, Adventure, Replay Value, Turn-Based Distant Worlds: Universe"
[Action],"Action, Sci-fi, Story Rich, Singleplayer, Third-Person Shooter, Great Soundtrack",Advent Rising,3800,"[Action] Action, Sci-fi, Story Rich, Singleplayer, Third-Person Shooter, Great Soundtrack Advent Rising"
"[Indie, RPG]","RPG, Indie",The Hero of Kendrickstone Demo,356010,"[Indie, RPG] RPG, Indie The Hero of Kendrickstone Demo"
"[Simulation, Indie, Casual, Local Co-Op, Online Co-Op, VR, Building, Funny, Physics, Sandbox]","Simulation, Indie, Casual, Local Co-Op, Online Co-Op, VR, Building, Funny, Physics, Sandbox",Home Improvisation: Furniture Sandbox,357670,"[Simulation, Indie, Casual, Local Co-Op, Online Co-Op, VR, Building, Funny, Physics, Sandbox] Simulation, Indie, Casual, Local Co-Op, Online Co-Op, VR, Building, Funny, Physics, Sandbox Home Improvisation: Furniture Sandbox"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Kiss - “I Was Made For Loving You”,271423,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Kiss - “I Was Made For Loving You”"
[Action],Action,USFIV: Shoryuken Horror Pack,344170,[Action] Action USFIV: Shoryuken Horror Pack
"[Action, Adventure, Indie, Simulation]","Action, Adventure, Indie, Simulation",Infinitum,555670,"[Action, Adventure, Indie, Simulation] Action, Adventure, Indie, Simulation Infinitum"
"[Action, Adventure]","Action, Adventure",Panic Pump - Can you save them ALL?,463410,"[Action, Adventure] Action, Adventure Panic Pump - Can you save them ALL?"
"[Action, Indie]","Action, Indie",Encounter of Galaxies,615390,"[Action, Indie] Action, Indie Encounter of Galaxies"
"[Action, Adventure, Indie, RPG]","Action, Adventure, RPG, Indie, 3D Platformer, Platformer, Colorful, Stylized, ""1990s"", Multiple Endings, Swordplay, Inventory Management, Character Action Game, Puzzle-Platformer, Lore-Rich",Warden: Melody of the Undergrowth,338310,"[Action, Adventure, Indie, RPG] Action, Adventure, RPG, Indie, 3D Platformer, Platformer, Colorful, Stylized, ""1990s"", Multiple Endings, Swordplay, Inventory Management, Character Action Game, Puzzle-Platformer, Lore-Rich Warden: Melody of the Undergrowth"
"[Action, Adventure, Indie, RPG]","Action, Adventure, Indie, RPG, 2D, Platformer",Super GunWorld 2,514220,"[Action, Adventure, Indie, RPG] Action, Adventure, Indie, RPG, 2D, Platformer Super GunWorld 2"
"[Action, Adventure, Racing]","Family Friendly, Racing, Action, Adventure",Disney•Pixar Cars Toon: Mater's Tall Tales,316320,"[Action, Adventure, Racing] Family Friendly, Racing, Action, Adventure Disney•Pixar Cars Toon: Mater's Tall Tales"
[Action],"Dark Fantasy, RPG, Difficult, Atmospheric, Lore-Rich, Action, Great Soundtrack, Story Rich, Action RPG, Third Person, Co-op, Multiplayer, Exploration, Adventure, Singleplayer, PvP, Horror, Gore, Fantasy, Dark",DARK SOULS™ III - Season Pass,442010,"[Action] Dark Fantasy, RPG, Difficult, Atmospheric, Lore-Rich, Action, Great Soundtrack, Story Rich, Action RPG, Third Person, Co-op, Multiplayer, Exploration, Adventure, Singleplayer, PvP, Horror, Gore, Fantasy, Dark DARK SOULS™ III - Season Pass"
"[Casual, Free to Play, Indie]","Free to Play, Indie, Casual",Hide and Seek - Army Helmet,693601,"[Casual, Free to Play, Indie] Free to Play, Indie, Casual Hide and Seek - Army Helmet"
"[Action, Indie]","Action, Indie",Satazius Demo,204010,"[Action, Indie] Action, Indie Satazius Demo"
"[Action, Casual, Indie]","Indie, Casual, Action, 2D, Local Multiplayer, Level Editor",Build 'n Bump,375790,"[Action, Casual, Indie] Indie, Casual, Action, 2D, Local Multiplayer, Level Editor Build 'n Bump"
"[Action, Adventure, Casual, Indie, RPG]","Action, Adventure, RPG, Indie, Casual",Return 2 Games Supporter's Pack,706770,"[Action, Adventure, Casual, Indie, RPG] Action, Adventure, RPG, Indie, Casual Return 2 Games Supporter's Pack"
"[Action, Indie, Racing]","Racing, Action, Indie, 4 Player Local, Local Multiplayer, Great Soundtrack",PAKO - Car Chase Simulator,559870,"[Action, Indie, Racing] Racing, Action, Indie, 4 Player Local, Local Multiplayer, Great Soundtrack PAKO - Car Chase Simulator"
"[Action, Adventure, Indie]","Action, Adventure, Indie, Point & Click",Lost in Paradise,381170,"[Action, Adventure, Indie] Action, Adventure, Indie, Point & Click Lost in Paradise"
"[Action, Adventure, Indie, Simulation]","Adventure, Indie, Action, Simulation, Platformer, Difficult",Run Rabbit Run,409560,"[Action, Adventure, Indie, Simulation] Adventure, Indie, Action, Simulation, Platformer, Difficult Run Rabbit Run"
[Racing],Racing,NASCAR Heat 2 - Free November Toyota Pack,747721,[Racing] Racing NASCAR Heat 2 - Free November Toyota Pack
[RPG],RPG,The Legend of Heroes: Trails of Cold Steel - Machias' Casuals,605322,[RPG] RPG The Legend of Heroes: Trails of Cold Steel - Machias' Casuals
"[Animation &amp; Modeling, Video Production]","Video Production, Animation & Modeling",FaceRig Strong Paws,420826,"[Animation &amp; Modeling, Video Production] Video Production, Animation & Modeling FaceRig Strong Paws"
[Action],Action,Additional Character Color - ANSWER,631553,[Action] Action Additional Character Color - ANSWER
"[Action, Adventure]","Point & Click, Comedy, Adventure, Detective, Mystery, Episodic, Funny",Sam & Max 101: Culture Shock,8200,"[Action, Adventure] Point & Click, Comedy, Adventure, Detective, Mystery, Episodic, Funny Sam & Max 101: Culture Shock"
"[Early Access, Action, VR, Singleplayer, Procedural Generation]","Early Access, Action, VR, Singleplayer, Procedural Generation",Going Up,506570,"[Early Access, Action, VR, Singleplayer, Procedural Generation] Early Access, Action, VR, Singleplayer, Procedural Generation Going Up"
"[Action, Indie, RPG, Strategy]","Strategy, Action, RPG, Indie",Winged Sakura: Endless Dream - Soundtrack,721870,"[Action, Indie, RPG, Strategy] Strategy, Action, RPG, Indie Winged Sakura: Endless Dream - Soundtrack"
"[Action, Massively Multiplayer, Strategy, VR, War, Military]","Action, Massively Multiplayer, Strategy, VR, War, Military",Tank of War-VR,745900,"[Action, Massively Multiplayer, Strategy, VR, War, Military] Action, Massively Multiplayer, Strategy, VR, War, Military Tank of War-VR"
"[Casual, Simulation]","Casual, Simulation",Rocksmith® 2014 – Audioslave Song Pack,295023,"[Casual, Simulation] Casual, Simulation Rocksmith® 2014 – Audioslave Song Pack"
"[Simulation, Strategy]","Strategy, Simulation",Gary Grigsby's War in the East: Don to the Danube,381201,"[Simulation, Strategy] Strategy, Simulation Gary Grigsby's War in the East: Don to the Danube"
"[Adventure, Casual, Indie]","Adventure, Indie, Casual, Puzzle",Tailwind,674800,"[Adventure, Casual, Indie] Adventure, Indie, Casual, Puzzle Tailwind"
"[Adventure, Indie]","Adventure, Indie, Music, Surreal, Stylized, Post-apocalyptic, Sci-fi, Puzzle, Cyberpunk, Singleplayer",Beat The Game,543100,"[Adventure, Indie] Adventure, Indie, Music, Surreal, Stylized, Post-apocalyptic, Sci-fi, Puzzle, Cyberpunk, Singleplayer Beat The Game"
"[Action, Indie]","Action, Indie",Brimstone,674320,"[Action, Indie] Action, Indie Brimstone"
"[Adventure, Casual]","Adventure, Point & Click, Puzzle, Casual, Exploration, First-Person, Atmospheric, Story Rich, Classic, Mystery",Myst V,208110,"[Adventure, Casual] Adventure, Point & Click, Puzzle, Casual, Exploration, First-Person, Atmospheric, Story Rich, Classic, Mystery Myst V"
"[Action, Indie, RPG]","Rogue-lite, Indie, Action, RPG, Replay Value, Procedural Generation, Rogue-like",Flamebreak,399640,"[Action, Indie, RPG] Rogue-lite, Indie, Action, RPG, Replay Value, Procedural Generation, Rogue-like Flamebreak"
"[Action, Free to Play, Massively Multiplayer, RPG]","Action, Free to Play, RPG, Massively Multiplayer",C9: Premium Package,256230,"[Action, Free to Play, Massively Multiplayer, RPG] Action, Free to Play, RPG, Massively Multiplayer C9: Premium Package"
"[Action, Sports]","Sports, Action, Golf, Destruction",Dangerous Golf,405500,"[Action, Sports] Sports, Action, Golf, Destruction Dangerous Golf"
[Simulation],"Simulation, Horses, Family Friendly, Psychological Horror",Petz® Horsez® 2,15160,"[Simulation] Simulation, Horses, Family Friendly, Psychological Horror Petz® Horsez® 2"
"[Action, Free to Play, Massively Multiplayer, Simulation, Early Access]","Early Access, Free to Play, Massively Multiplayer, Naval, Simulation, Action, War, World War II, Multiplayer",GunFleet,568580,"[Action, Free to Play, Massively Multiplayer, Simulation, Early Access] Early Access, Free to Play, Massively Multiplayer, Naval, Simulation, Action, War, World War II, Multiplayer GunFleet"
"[Adventure, Indie, RPG, Strategy, Early Access]","Early Access, Rogue-like, RPG, Post-apocalyptic, Indie, Perma Death, Adventure, Sci-fi, Open World, Strategy, Turn-Based, Story Rich, Procedural Generation, Turn-Based Tactics, Exploration, Pixel Graphics, Great Soundtrack, Difficult, Replay Value, Retro",Caves of Qud,333640,"[Adventure, Indie, RPG, Strategy, Early Access] Early Access, Rogue-like, RPG, Post-apocalyptic, Indie, Perma Death, Adventure, Sci-fi, Open World, Strategy, Turn-Based, Story Rich, Procedural Generation, Turn-Based Tactics, Exploration, Pixel Graphics, Great Soundtrack, Difficult, Replay Value, Retro Caves of Qud"
